Pipeline,FromActivity,FromSequence,FromParent,ToActivity,ToSequence,ToParent,Conditions,SequenceFlow,SameContainer,FromExecutionStage,ToExecutionStage
PL_Atrium_Files,Set LUD,3,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,3→5,Yes,1,2
PL_Atrium_Files,Set OLD LUD,9,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,9→5,Yes,1,2
PL_Atrium_Files,CD_Files,6,If File has been Updated→TRUE,CD_Archive_Files,7,If File has been Updated→TRUE,Succeeded,6→7,Yes,0,1
PL_Atrium_Files,CD_Archive_Files,7,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,7→8,Yes,1,2
PL_Atrium_Files,Lookup_Old_LUD,4,ForEachFile,Set OLD LUD,9,ForEachFile,Succeeded,4→9,Yes,0,1
PL_Atrium_Files,GetClientSecret,15,,GetAuthToken,14,,Succeeded,15→14,Yes,0,1
PL_Atrium_Files,ForEachFile,2,,pl_Process_Atrium_File,17,,Succeeded,2→17,Yes,2,3
pl_Temp,CD_dimCombinedMaterialHierarchy,1,,Generate ERP_UPC_Mapping,3,,Succeeded,1→3,Yes,0,1
pl_Temp,pl_Copy_Sales_To_Dev,2,,Populate POS Table with SAP Direct Shipment,4,,Succeeded,2→4,Yes,0,1
pl_Temp,pl_Copy_Sales_To_Dev,2,,OLD - Populate POS Table with SAP Direct Shipment_copy1,5,,Succeeded,2→5,Yes,0,1
pl_Temp,Populate POS Table with SAP Direct Shipment,4,,Delete Zero Records,6,,Succeeded,4→6,Yes,1,2
PL_METADATA_DRIVEN_PPWEB_SQL_TO_ADLS,LookupEntitiesToCopy,1,,ForEachEntity,2,,Succeeded,1→2,Yes,0,1
PL_PURITAN_WEB_DATA_TO_AZURE,Execute Pipeline Puritan Web Data,1,,Execute Pipeline ADLS to Azure Synapse,2,,Succeeded,1→2,Yes,0,1
PL_PURITAN_WEB_DATA_TO_AZURE,Execute Pipeline Puritan Web Data Item,3,,Execute Pipeline ADLS to Azure Synapse_copy1,4,,Succeeded,3→4,Yes,0,1
PL_PURITAN_WEB_DATA_TO_AZURE,Execute Pipeline ADLS to Azure Synapse,2,,PuritanAdminToolScript,5,,Succeeded,2→5,Yes,1,2
PL_PURITAN_WEB_DATA_TO_AZURE,Execute Pipeline ADLS to Azure Synapse_copy1,4,,PuritanAdminToolScript,5,,Succeeded,4→5,Yes,1,2
pl_Process_Amazon_Sales_Report,Get File Exist,1,,If File Exist,2,,Succeeded,1→2,Yes,0,1
pl_Process_Amazon_Sales_Report,df_Amazon_Sales_Report,3,If File Exist→TRUE,Delete,4,If File Exist→TRUE,Succeeded,3→4,Yes,0,1
pl_Process_Amazon_Sales_Report,Delete,4,If File Exist→TRUE,Populate POS Table with Amazon Data,5,If File Exist→TRUE,Succeeded,4→5,Yes,1,2
pl_Amazon_Sales_Report,Time,11,,ForEachFile,2,,Succeeded,11→2,Yes,0,2
pl_Amazon_Sales_Report,Year,13,,ForEachFile,2,,Succeeded,13→2,Yes,0,2
pl_Amazon_Sales_Report,Month,12,,ForEachFile,2,,Succeeded,12→2,Yes,0,2
pl_Amazon_Sales_Report,LookupFilesToCopy,1,,ForEachFile,2,,Succeeded,1→2,Yes,0,2
pl_Amazon_Sales_Report,GetAuthToken,14,,ForEachFile,2,,Succeeded,14→2,Yes,1,2
pl_Amazon_Sales_Report,DeleteFile,16,,ForEachFile,2,,Succeeded,16→2,Yes,0,2
pl_Amazon_Sales_Report,Web_GetFileLUD,10,ForEachFile,Set LUD,3,ForEachFile,Succeeded,10→3,Yes,0,1
pl_Amazon_Sales_Report,Set LUD,3,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,3→5,Yes,1,2
pl_Amazon_Sales_Report,Set OLD LUD,9,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,9→5,Yes,1,2
pl_Amazon_Sales_Report,CD_Files,6,If File has been Updated→TRUE,CD_Archive_Files,7,If File has been Updated→TRUE,Succeeded,6→7,Yes,0,1
pl_Amazon_Sales_Report,CD_Archive_Files,7,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,7→8,Yes,1,2
pl_Amazon_Sales_Report,Lookup_Old_LUD,4,ForEachFile,Set OLD LUD,9,ForEachFile,Succeeded,4→9,Yes,0,1
pl_Amazon_Sales_Report,GetClientSecret,15,,GetAuthToken,14,,Succeeded,15→14,Yes,0,1
pl_Amazon_Sales_Report,ForEachFile,2,,pl_Process_Amazon_Sales_Report,17,,Succeeded,2→17,Yes,2,3
pl_GA4_Process_PageViews,GET GoogleAnalytics Token,1,,UntilAllRecordsProcessed,3,,Succeeded,1→3,Yes,0,1
pl_GA4_Process_PageViews,LookupDates,2,,UntilAllRecordsProcessed,3,,Succeeded,2→3,Yes,0,1
pl_GA4_Process_PageViews,CD_GA4_Data,4,UntilAllRecordsProcessed→LOOP,IncOffSet,5,UntilAllRecordsProcessed→LOOP,Succeeded,4→5,Yes,0,1
pl_GA4_Process_PageViews,IncOffSet,5,UntilAllRecordsProcessed→LOOP,SetNewOffSet,6,UntilAllRecordsProcessed→LOOP,Succeeded,5→6,Yes,1,2
pl_GA4_Process_PageViews,CD_GA4_Data,4,UntilAllRecordsProcessed→LOOP,If First Loop,7,UntilAllRecordsProcessed→LOOP,Succeeded,4→7,Yes,0,1
pl_GA4_Process_PageViews,DF_GA4_Sessions_Limit,10,If First Loop→TRUE,LookupRowNumber,8,If First Loop→TRUE,Succeeded,10→8,Yes,0,1
pl_GA4_Process_PageViews,LookupRowNumber,8,If First Loop→TRUE,Set_RowNumber,9,If First Loop→TRUE,Succeeded,8→9,Yes,1,2
pl_GA4_Process_PageViews,UntilAllRecordsProcessed,3,,DF_GA4_PageViews,12,,Succeeded,3→12,Yes,1,2
pl_GA4_Process_PageViews,CD_Public_PageInfo,11,,DF_GA4_PageViews,12,,Succeeded,11→12,Yes,0,2
pl_GA4_Process_TotalUsers,GET GoogleAnalytics Token,1,,CD_GA4_Data,3,,Succeeded,1→3,Yes,0,1
pl_GA4_Process_TotalUsers,LookupDates,2,,CD_GA4_Data,3,,Succeeded,2→3,Yes,0,1
pl_GA4_Process_TotalUsers,CD_GA4_Data,3,,DF_GA4_totalUsers,4,,Succeeded,3→4,Yes,1,2
pl_GA4_Total_Users,Lookup_Property_id_List,1,,ForEachPropertyID,2,,Succeeded,1→2,Yes,0,2
pl_GA4_Total_Users,DeleteFolder,4,,ForEachPropertyID,2,,Succeeded,4→2,Yes,1,2
pl_GA4_Total_Users,DeleteLimitFolder,5,,ForEachPropertyID,2,,Succeeded,5→2,Yes,1,2
pl_GA4_Total_Users,Set Folder,6,,DeleteFolder,4,,Succeeded,6→4,Yes,0,1
pl_GA4_Total_Users,Set Folder,6,,DeleteLimitFolder,5,,Succeeded,6→5,Yes,0,1
pl_GetSampleDataFromNUSA,TableName,6,,Get_Sample,1,,Succeeded,6→1,Yes,3,4
pl_GetSampleDataFromNUSA,Get_Sample,1,,Push_Dev,2,,Succeeded,1→2,Yes,4,5
pl_GetSampleDataFromNUSA,Container,5,,FolderName,3,,Succeeded,5→3,Yes,0,1
pl_GetSampleDataFromNUSA,FolderName,3,,FileName,4,,Succeeded,3→4,Yes,1,2
pl_GetSampleDataFromNUSA,FileName,4,,TableName,6,,Succeeded,4→6,Yes,2,3
pl_GetSampleDataFromNUSA,Push_Dev,2,,Done,7,,Succeeded,2→7,Yes,5,6
PL_ColleagueData_FusionTasks,GetClientSecret,17,,GetAuthToken,1,,Succeeded,17→1,Yes,0,1
PL_ColleagueData_FusionTasks,FileName,19,,LookupFilesToCopy,5,,Succeeded,19→5,Yes,2,3
PL_ColleagueData_FusionTasks,LookupFilesToCopy,5,,ForEachFile,6,,Succeeded,5→6,Yes,3,4
PL_ColleagueData_FusionTasks,Month,4,,ForEachFile,6,,Succeeded,4→6,Yes,0,4
PL_ColleagueData_FusionTasks,Year,3,,ForEachFile,6,,Succeeded,3→6,Yes,0,4
PL_ColleagueData_FusionTasks,Time,2,,ForEachFile,6,,Succeeded,2→6,Yes,0,4
PL_ColleagueData_FusionTasks,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,4
PL_ColleagueData_FusionTasks,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_ColleagueData_FusionTasks,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_ColleagueData_FusionTasks,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_ColleagueData_FusionTasks,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_ColleagueData_FusionTasks,CD_Files,14,If File Updated→TRUE,CD_Update_WaterMark,12,If File Updated→TRUE,Succeeded,14→12,Yes,0,1
PL_ColleagueData_FusionTasks,CD_Update_WaterMark,12,If File Updated→TRUE,UpDate_Table,13,If File Updated→TRUE,Succeeded,12→13,Yes,1,2
PL_ColleagueData_FusionTasks,UpDate_Table,13,If File Updated→TRUE,Done,15,If File Updated→TRUE,Succeeded,13→15,Yes,2,3
PL_ColleagueData_FusionTasks,FolderPath,20,,FileName,19,,Succeeded,20→19,Yes,1,2
PL_ColleagueData_FusionTasks,RootFolder,18,,FolderPath,20,,Succeeded,18→20,Yes,0,1
PL_ColleagueData_FusionTasks,ForEachFile,6,,Completed,21,,Succeeded,6→21,Yes,4,5
pl_BadGoods,Pull_BadGoods_OLD_version,8,,Pull_BadGoods,1,,Succeeded,8→1,Yes,4,5
pl_BadGoods,Pull_BadGoods,1,,SaveFile,2,,Succeeded,1→2,Yes,5,6
pl_BadGoods,SaveFile,2,,Send_Sql,3,,Succeeded,2→3,Yes,6,7
pl_BadGoods,Container,4,,Directory,5,,Succeeded,4→5,Yes,0,1
pl_BadGoods,Directory,5,,FileName,6,,Succeeded,5→6,Yes,1,2
pl_BadGoods,FileName,6,,Get_Date,7,,Succeeded,6→7,Yes,2,3
pl_BadGoods,Get_Date,7,,Pull_BadGoods_OLD_version,8,,Succeeded,7→8,Yes,3,4
pl_BadGoods,Send_Sql,3,,Done,9,,Succeeded,3→9,Yes,7,8
PL_Costco_POS,Time,13,,ForEachFile,2,,Succeeded,13→2,Yes,0,2
PL_Costco_POS,Year,15,,ForEachFile,2,,Succeeded,15→2,Yes,0,2
PL_Costco_POS,Month,14,,ForEachFile,2,,Succeeded,14→2,Yes,0,2
PL_Costco_POS,LookupFilesToCopy,1,,ForEachFile,2,,Succeeded,1→2,Yes,0,2
PL_Costco_POS,GetAuthToken,16,,ForEachFile,2,,Succeeded,16→2,Yes,1,2
PL_Costco_POS,Web_GetFileLUD,12,ForEachFile,Set LUD,3,ForEachFile,Succeeded,12→3,Yes,0,1
PL_Costco_POS,Set LUD,3,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,3→5,Yes,1,2
PL_Costco_POS,Set OLD LUD,11,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,11→5,Yes,1,2
PL_Costco_POS,CD_Files,6,If File has been Updated→TRUE,CD_Archive_Files,7,If File has been Updated→TRUE,Succeeded,6→7,Yes,0,1
PL_Costco_POS,CD_Archive_Files,7,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,7→8,Yes,1,2
PL_Costco_POS,df_Costco_POS,9,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,9→8,Yes,1,2
PL_Costco_POS,CD_Files,6,If File has been Updated→TRUE,df_Costco_POS,9,If File has been Updated→TRUE,Succeeded,6→9,Yes,0,1
PL_Costco_POS,df_Costco_POS,9,If File has been Updated→TRUE,Populate POS Table with Costco Data,10,If File has been Updated→TRUE,Succeeded,9→10,Yes,1,2
PL_Costco_POS,Lookup_Old_LUD,4,ForEachFile,Set OLD LUD,11,ForEachFile,Succeeded,4→11,Yes,0,1
PL_Costco_POS,GetClientSecret,17,,GetAuthToken,16,,Succeeded,17→16,Yes,0,1
PL_Process_Mapping_Files,CD_Fees,2,Switch1→CASE[Fees By CAA Group],RemoveDups,3,Switch1→CASE[Fees By CAA Group],Succeeded,2→3,Yes,0,1
PL_Process_Mapping_Files,CD_EPR_NON-Separable,8,Switch1→CASE[NON-Separable],Only Keep NON-Separables,9,Switch1→CASE[NON-Separable],Succeeded,8→9,Yes,0,1
PL_Mapping_Files,Time,12,,ForEachFile,2,,Succeeded,12→2,Yes,0,2
PL_Mapping_Files,Year,14,,ForEachFile,2,,Succeeded,14→2,Yes,0,2
PL_Mapping_Files,Month,13,,ForEachFile,2,,Succeeded,13→2,Yes,0,2
PL_Mapping_Files,LookupFilesToCopy,1,,ForEachFile,2,,Succeeded,1→2,Yes,0,2
PL_Mapping_Files,GetAuthToken,15,,ForEachFile,2,,Succeeded,15→2,Yes,1,2
PL_Mapping_Files,Web_GetFileLUD,11,ForEachFile,Set LUD,3,ForEachFile,Succeeded,11→3,Yes,0,1
PL_Mapping_Files,Set LUD,3,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,3→5,Yes,1,2
PL_Mapping_Files,Set OLD LUD,10,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,10→5,Yes,1,2
PL_Mapping_Files,CD_Files,6,If File has been Updated→TRUE,CD_Archive_Files,7,If File has been Updated→TRUE,Succeeded,6→7,Yes,0,1
PL_Mapping_Files,CD_Archive_Files,7,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,7→8,Yes,1,2
PL_Mapping_Files,PL_Process_Mapping_Files,9,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,9→8,Yes,1,2
PL_Mapping_Files,CD_Files,6,If File has been Updated→TRUE,PL_Process_Mapping_Files,9,If File has been Updated→TRUE,Succeeded,6→9,Yes,0,1
PL_Mapping_Files,Lookup_Old_LUD,4,ForEachFile,Set OLD LUD,10,ForEachFile,Succeeded,4→10,Yes,0,1
PL_Mapping_Files,GetClientSecret,16,,GetAuthToken,15,,Succeeded,16→15,Yes,0,1
PL_ColleagueData_Example,GetClientSecret,16,,GetAuthToken,1,,Succeeded,16→1,Yes,0,1
PL_ColleagueData_Example,FileName,18,,LookupFilesToCopy,5,,Succeeded,18→5,Yes,2,3
PL_ColleagueData_Example,LookupFilesToCopy,5,,ForEachFile,6,,Succeeded,5→6,Yes,3,4
PL_ColleagueData_Example,Month,4,,ForEachFile,6,,Succeeded,4→6,Yes,0,4
PL_ColleagueData_Example,Year,3,,ForEachFile,6,,Succeeded,3→6,Yes,0,4
PL_ColleagueData_Example,Time,2,,ForEachFile,6,,Succeeded,2→6,Yes,0,4
PL_ColleagueData_Example,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,4
PL_ColleagueData_Example,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_ColleagueData_Example,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_ColleagueData_Example,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_ColleagueData_Example,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_ColleagueData_Example,CD_Files,14,If File Updated→TRUE,CD_Update_WaterMark,12,If File Updated→TRUE,Succeeded,14→12,Yes,0,1
PL_ColleagueData_Example,CD_Update_WaterMark,12,If File Updated→TRUE,df_PlannedOrdersFile,13,If File Updated→TRUE,Succeeded,12→13,Yes,1,2
PL_ColleagueData_Example,FolderPath,19,,FileName,18,,Succeeded,19→18,Yes,1,2
PL_ColleagueData_Example,RootFolder,17,,FolderPath,19,,Succeeded,17→19,Yes,0,1
PL_ColleagueData_Example,ForEachFile,6,,Done,20,,Succeeded,6→20,Yes,4,5
pl_NHSC_OSD_Report,Lookup_Tables,1,,ForEach_Table,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_OSD_Report,Get_Schema,4,ForEach_Table,TableNames,3,ForEach_Table,Succeeded,4→3,Yes,2,3
pl_NHSC_OSD_Report,Push_Schema,6,ForEach_Table,Get_Schema,4,ForEach_Table,Succeeded,6→4,Yes,1,2
pl_NHSC_OSD_Report,GetConatainer,5,ForEach_Table,Push_Schema,6,ForEach_Table,Succeeded,5→6,Yes,0,1
pl_NHSC_OSD_Report,TableNames,3,ForEach_Table,Lookup1,7,ForEach_Table,Succeeded,3→7,Yes,3,4
pl_NHSC_OSD_Report,Lookup1,7,ForEach_Table,If Condition1,8,ForEach_Table,Succeeded,7→8,Yes,4,5
pl_NHSC_OSD_Report,HasRows,9,If Condition1→TRUE,SaveTableData,10,If Condition1→TRUE,Succeeded,9→10,Yes,0,1
pl_NHSC_OSD_Report,Archive,12,If Condition1→TRUE,SendTableData,11,If Condition1→TRUE,Succeeded,12→11,Yes,2,3
pl_NHSC_OSD_Report,SaveTableData,10,If Condition1→TRUE,Archive,12,If Condition1→TRUE,Succeeded,10→12,Yes,1,2
pl_NHSC_OSD_Report,ForEach_Table,2,,Done,14,,Succeeded,2→14,Yes,1,2
pl_NHSC_OSD_Tables,Get_NHSC_OSD_Tables,1,,Push_Table_Data,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_OSD_Tables,Push_Table_Data,2,,Lookup_Tables,3,,Succeeded,2→3,Yes,1,2
pl_NHSC_OSD_Tables,Lookup_Tables,3,,ForEach_Table,4,,Succeeded,3→4,Yes,2,3
pl_NHSC_OSD_Tables,Get_Schema,6,ForEach_Table,TableNames,5,ForEach_Table,Succeeded,6→5,Yes,2,3
pl_NHSC_OSD_Tables,Push_Schema,8,ForEach_Table,Get_Schema,6,ForEach_Table,Succeeded,8→6,Yes,1,2
pl_NHSC_OSD_Tables,GetConatainer,7,ForEach_Table,Push_Schema,8,ForEach_Table,Succeeded,7→8,Yes,0,1
pl_NHSC_OSD_Tables,TableNames,5,ForEach_Table,Lookup1,9,ForEach_Table,Succeeded,5→9,Yes,3,4
pl_NHSC_OSD_Tables,Lookup1,9,ForEach_Table,If Condition1,10,ForEach_Table,Succeeded,9→10,Yes,4,5
pl_NHSC_OSD_Tables,HasRows,11,If Condition1→TRUE,SaveTableData,12,If Condition1→TRUE,Succeeded,11→12,Yes,0,1
pl_NHSC_OSD_Tables,Archive,14,If Condition1→TRUE,SendTableData,13,If Condition1→TRUE,Succeeded,14→13,Yes,2,3
pl_NHSC_OSD_Tables,SaveTableData,12,If Condition1→TRUE,Archive,14,If Condition1→TRUE,Succeeded,12→14,Yes,1,2
pl_NHSC_OSD_Tables,ForEach_Table,4,,Done,16,,Succeeded,4→16,Yes,3,4
pl_NUSA_OSD,FileName,4,,Get_Sample,1,,Succeeded,4→1,Yes,2,3
pl_NUSA_OSD,Get_Sample,1,,Push_Dev,2,,Succeeded,1→2,Yes,3,4
pl_NUSA_OSD,Container,5,,FolderName,3,,Succeeded,5→3,Yes,0,1
pl_NUSA_OSD,FolderName,3,,FileName,4,,Succeeded,3→4,Yes,1,2
pl_NUSA_OSD,Push_Dev,2,,Done,6,,Succeeded,2→6,Yes,4,5
PL_ColleagueData_Inventory,GetClientSecret,17,,GetAuthToken,1,,Succeeded,17→1,Yes,0,1
PL_ColleagueData_Inventory,FileName,19,,LookupFilesToCopy,5,,Succeeded,19→5,Yes,2,3
PL_ColleagueData_Inventory,LookupFilesToCopy,5,,ForEachFile,6,,Succeeded,5→6,Yes,3,4
PL_ColleagueData_Inventory,Month,4,,ForEachFile,6,,Succeeded,4→6,Yes,0,4
PL_ColleagueData_Inventory,Year,3,,ForEachFile,6,,Succeeded,3→6,Yes,0,4
PL_ColleagueData_Inventory,Time,2,,ForEachFile,6,,Succeeded,2→6,Yes,0,4
PL_ColleagueData_Inventory,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,4
PL_ColleagueData_Inventory,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_ColleagueData_Inventory,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_ColleagueData_Inventory,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_ColleagueData_Inventory,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_ColleagueData_Inventory,CD_Files,14,If File Updated→TRUE,CD_Update_WaterMark,12,If File Updated→TRUE,Succeeded,14→12,Yes,0,1
PL_ColleagueData_Inventory,CD_Update_WaterMark,12,If File Updated→TRUE,UpDate_Table,13,If File Updated→TRUE,Succeeded,12→13,Yes,1,2
PL_ColleagueData_Inventory,UpDate_Table,13,If File Updated→TRUE,Done,15,If File Updated→TRUE,Succeeded,13→15,Yes,2,3
PL_ColleagueData_Inventory,FolderPath,20,,FileName,19,,Succeeded,20→19,Yes,1,2
PL_ColleagueData_Inventory,RootFolder,18,,FolderPath,20,,Succeeded,18→20,Yes,0,1
PL_ColleagueData_Inventory,ForEachFile,6,,Completed,21,,Succeeded,6→21,Yes,4,5
pl_Dim_CarrierLookupManual,acty_copy_Source_to_staging,1,,acty_stg_to_F_load,2,,Succeeded,1→2,Yes,0,1
pl_Dim_MeansOfTransport,acty_copy_Source_to_staging,1,,acty_stg_to_F_load,2,,Succeeded,1→2,Yes,0,1
pl_F_SalesCredit,If Condition Full_incr,2,,acty_stg_to_F_load,1,,Succeeded,2→1,Yes,1,2
pl_F_SalesCredit,RwCount_Lookup,6,,If Condition Full_incr,2,,Succeeded,6→2,Yes,0,1
pl_F_SalesCredit,Set ExtractDate,5,If Condition Full_incr→FALSE,acty_copy_Source_to_staging_Incr_load,4,If Condition Full_incr→FALSE,Succeeded,5→4,Yes,0,1
pl_Dim_SalesDocumentType,acty_copy_Source_to_staging,1,,acty_stg_to_F_load,2,,Succeeded,1→2,Yes,0,1
pl_f_RateRegionsLookupManual,acty_copy_Source_to_staging,1,,acty_stg_to_F_load,2,,Succeeded,1→2,Yes,0,1
pl_Fct_CurrentMonthUnshippedOrders,pl_F_Nusa_MaterialSalesCv,2,,acty_stg_to_F_load,1,,Succeeded,2→1,Yes,0,1
pl_Fct_CurrentMonthUnshippedOrders,pl_Dim_SalesDocumentType,3,,acty_stg_to_F_load,1,,Succeeded,3→1,Yes,0,1
pl_Fct_CurrentMonthUnshippedOrders,pl_F_SalesCredit,4,,acty_stg_to_F_load,1,,Succeeded,4→1,Yes,0,1
pl_Fct_CurrentMonthUnshippedOrders,SP_F_RPTOrderTrackingReportIntegrated_Load,5,,acty_stg_to_F_load,1,,Succeeded,5→1,Yes,0,1
PL_GOL_Solgar,Time,16,,ForEachFile,2,,Succeeded,16→2,Yes,0,2
PL_GOL_Solgar,Year,18,,ForEachFile,2,,Succeeded,18→2,Yes,0,2
PL_GOL_Solgar,Month,17,,ForEachFile,2,,Succeeded,17→2,Yes,0,2
PL_GOL_Solgar,LookupFilesToCopy,1,,ForEachFile,2,,Succeeded,1→2,Yes,0,2
PL_GOL_Solgar,GetAuthToken,19,,ForEachFile,2,,Succeeded,19→2,Yes,1,2
PL_GOL_Solgar,Web_GetFileLUD,15,ForEachFile,Set LUD,3,ForEachFile,Succeeded,15→3,Yes,0,1
PL_GOL_Solgar,Set LUD,3,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,3→5,Yes,1,2
PL_GOL_Solgar,Set OLD LUD,14,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,14→5,Yes,1,2
PL_GOL_Solgar,CD_State_Synapse,9,If File has been Updated→TRUE,CD_Archive_Files,7,If File has been Updated→TRUE,Succeeded,9→7,Yes,1,2
PL_GOL_Solgar,CD_Archive_Files,7,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,7→8,Yes,2,3
PL_GOL_Solgar,CD_Files,6,If File has been Updated→TRUE,CD_State_Synapse,9,If File has been Updated→TRUE,Succeeded,6→9,Yes,0,1
PL_GOL_Solgar,Remove Blank Items,12,If File has been Updated→TRUE,Populate POS Table with GOL Solgar Direct Sales Data,10,If File has been Updated→TRUE,Succeeded,12→10,Yes,2,3
PL_GOL_Solgar,Populate Manual Display,13,If File has been Updated→TRUE,Populate POS Table with GOL Solgar POS Data,11,If File has been Updated→TRUE,Succeeded,13→11,Yes,4,5
PL_GOL_Solgar,CD_State_Synapse,9,If File has been Updated→TRUE,Remove Blank Items,12,If File has been Updated→TRUE,Succeeded,9→12,Yes,1,2
PL_GOL_Solgar,Populate POS Table with GOL Solgar Direct Sales Data,10,If File has been Updated→TRUE,Populate Manual Display,13,If File has been Updated→TRUE,Succeeded,10→13,Yes,3,4
PL_GOL_Solgar,Lookup_Old_LUD,4,ForEachFile,Set OLD LUD,14,ForEachFile,Succeeded,4→14,Yes,0,1
PL_GOL_Solgar,GetClientSecret,20,,GetAuthToken,19,,Succeeded,20→19,Yes,0,1
PL_Orgain_Direct_Shipment,Time,13,,ForEachFile,2,,Succeeded,13→2,Yes,0,2
PL_Orgain_Direct_Shipment,Year,15,,ForEachFile,2,,Succeeded,15→2,Yes,0,2
PL_Orgain_Direct_Shipment,Month,14,,ForEachFile,2,,Succeeded,14→2,Yes,0,2
PL_Orgain_Direct_Shipment,LookupFilesToCopy,1,,ForEachFile,2,,Succeeded,1→2,Yes,0,2
PL_Orgain_Direct_Shipment,GetAuthToken,16,,ForEachFile,2,,Succeeded,16→2,Yes,1,2
PL_Orgain_Direct_Shipment,Web_GetFileLUD,12,ForEachFile,Set LUD,3,ForEachFile,Succeeded,12→3,Yes,0,1
PL_Orgain_Direct_Shipment,Set LUD,3,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,3→5,Yes,1,2
PL_Orgain_Direct_Shipment,Set OLD LUD,11,ForEachFile,If File has been Updated,5,ForEachFile,Succeeded,11→5,Yes,1,2
PL_Orgain_Direct_Shipment,CD_State_Synapse,9,If File has been Updated→TRUE,CD_Archive_Files,7,If File has been Updated→TRUE,Succeeded,9→7,Yes,1,2
PL_Orgain_Direct_Shipment,CD_Archive_Files,7,If File has been Updated→TRUE,CD_Update_WaterMark,8,If File has been Updated→TRUE,Succeeded,7→8,Yes,2,3
PL_Orgain_Direct_Shipment,CD_Files,6,If File has been Updated→TRUE,CD_State_Synapse,9,If File has been Updated→TRUE,Succeeded,6→9,Yes,0,1
PL_Orgain_Direct_Shipment,CD_State_Synapse,9,If File has been Updated→TRUE,Populate POS Table with Orgain Direct Sales Data,10,If File has been Updated→TRUE,Succeeded,9→10,Yes,1,2
PL_Orgain_Direct_Shipment,Lookup_Old_LUD,4,ForEachFile,Set OLD LUD,11,ForEachFile,Succeeded,4→11,Yes,0,1
PL_Orgain_Direct_Shipment,GetClientSecret,17,,GetAuthToken,16,,Succeeded,17→16,Yes,0,1
pl_Pharma_Direct_Sales,GetClientSecret,6,,GetAuthToken,5,,Succeeded,6→5,Yes,0,1
pl_Pharma_Direct_Sales,GetAuthToken,5,,ForEachFile,7,,Succeeded,5→7,Yes,1,2
pl_Pharma_Direct_Sales,LookupFilesToCopy,1,,ForEachFile,7,,Succeeded,1→7,Yes,0,2
pl_Pharma_Direct_Sales,Time,2,,ForEachFile,7,,Succeeded,2→7,Yes,0,2
pl_Pharma_Direct_Sales,Month,3,,ForEachFile,7,,Succeeded,3→7,Yes,0,2
pl_Pharma_Direct_Sales,Year,4,,ForEachFile,7,,Succeeded,4→7,Yes,0,2
